RMSE,MAE,R2,MAPE,SF_MAE,N_Events,Alpha
0.05927699409457153,0.03761064633727074,0.8918628692626953,0.7304935,0.06749477982521057,17714,1.0
0.06045319824492848,0.03852997347712517,0.8875288963317871,0.74749994,0.06690402328968048,17714,3.0
0.06175367477810845,0.038881566375494,0.8826378583908081,0.75266707,0.0698118731379509,17714,5.0
