RMSE,MAE,R2,MAPE,SF_MAE,N_Events,Target,Source,Model
0.06268488464504865,0.04156011715531349,0.8790716528892517,0.8060187,0.07047216594219208,17714,EC,Files,NLinear
0.060240104909282235,0.038508836179971695,0.8883203864097595,0.7468129,0.06714441627264023,17714,EC,Files,DLinear
0.06251190861856261,0.040908265858888626,0.8797380924224854,0.79452646,0.06629344075918198,17714,EC,Files,CALinear
